response_uuid,response_video_privacy,response_databrary,gender,languages,child_hashed_id,trial_num,questionAndResponseDuration,parentCode,question_set,question_id,age_months,trial_number,transcriber_id,response_transcript,feedback_transcript,transcriber_comments,trial_exclusion_reason,parentCode_judgedBy,coder_id,response_category
69d1c033-3f59-4024-9a9e-454c9a4dab4d,scientific,yes,m,en,LWDMd4,5,64.719,similar,container,potato,56,6,Julio,"[Do you need to hear it again? Or do you remember it?] Uh, because... Uh, he... Mama, I don't remember anything [All right. Let's listen again] Wow. *replays question* Because Bonnie has more in one bag than the other one has.",Liar! They did a wild one.,NA,include,parent,Jiayi,alternative_solution
69d1c033-3f59-4024-9a9e-454c9a4dab4d,scientific,yes,m,en,LWDMd4,6,27.655,different,viewing,bedroom,56,7,Julio,He went so fast!,*no reaction*,NA,include,parent,Janie,incorrect_response
69d1c033-3f59-4024-9a9e-454c9a4dab4d,scientific,yes,m,en,LWDMd4,7,32.982,different,viewing,cow,56,8,Julio,Because he's a good inventor and he has Night Goggles? [Haha Night Goggles?] That's my odd thing.,Ahh! Why no again?,NA,include,parent,Janie,alternative_solution
69d1c033-3f59-4024-9a9e-454c9a4dab4d,scientific,yes,m,en,LWDMd4,8,27.892,similar,viewing,keys,56,9,Julio,So they won.,*no reaction*,NA,include,parent,Janie,incorrect_response
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,0,85.221,different,container,bucket,47,1,Julio,"Repeat [You want to repeat? Click on that one. And then listen carefully, okay] *replays question* [Click the other side. Okay, let me help you, let me help you. Click this.] Disappointed? Disappointed... [Alright click next. Click the green. Put your hand on the mouse. We are gonna practice, okay? I'll move the mouse around so you get to the green. You're running out of space. There you go. You have to pick it up and move it a little. There you go. Now click. Nope. Okay, let go]","[Now he dropped an empty bucket. There was no water in it, so no water could spill]",NA,include,parent,Jiayi,incorrect_noresponse
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,1,37.332,different,container,cup,47,2,Julio,"There's no joint in the cup! [Ok. Let's click on next. Remember put your hand flat on the mouse. I know this is your first time using one. You gotta click, hold up, hold. Put your hand on the mouse. Click with this side on]","[It didn't have any liquid in it. It was full of cereal] I thought there was nothing [It said her cup was full] Yeah [But it wasn't full of liquid. That's all. They tricked you. These are tricky questions, huh?]",NA,include,parent,Jiayi,incorrect_response
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,2,70.935,different,container,potato,47,3,Julio,"*shakes head* [Try to think about it. Let's listen one more time, okay?] That's... [His one bag is heavier than his three bags. How? Why do you think his one bag is heavier than three bags?] Because, well, because one potato bag is not heavier and three potato bags are and three potatoes in one or bag are heavier. So that could be disappointed [Okay, all right let's click on the next. Click on that green]","[So he had three bags that were the same size but they were empty. That's why they were lighter. So one bag of potatoes that's full is heavier than three potato bags that are empty. These are tricky questions, huh?] *fussy* [Here's the next one. I'm sorry, I only have a few of these when you get to play a ball drop game. Ready for the next one?] Yeah [Go ahead, you click] Piggy! [Piggy!]",NA,include,parent,Jiayi,incorrect_response
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,3,40.537,different,gender,basketball,47,4,Julio,"What? [They're asking you how. Listen one more time. I know, it's tricky. Sit up. Sit up] It's sad [Okay, let's click on next] I can click on next. [Go ahead]","[It was a girl's team, so no boys scored any points because it was a girl's team. They're not sad. They won the game by more than 30 points because it was a girls 'team, not a boys 'team. They were happy because they won the game] No, but I... [Hey listen, listen, you're not supposed to be good at these guess what? Mommy didn't figure most of these out either. I didn't know that one. You're doing a great job, you're trying, that's all you got to do, right? Hey, what's mommy always say?] Try your best! [You try your best, right? As all you're doing is trying, right? These are tricky] Monkey! [All right, click it. Tricky monkey]",NA,include,parent,Cecilia,incorrect_noresponse
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,4,36.879,different,gender,firefighter,47,5,Julio,"[Any idea?] Is it clonned? [You want to hear it again or do you...] *unclear audio* [Okay, sit up, sit up. All right, go ahead and click. No, no careful, careful, click it right]","[I didn't get that one either, JoJo. So the older one was the brother of the younger one, but the younger one wasn't the brother because the younger one was the sister. These are tricky-tricky] I'm not... JoJo not gonna, not gonna tease you [Look at me. Like mommy not gonna tease you either. But all you can do is what?] Try and all [Ok. Who's next?] Penguin! [Oh, shall we check on Penguin?] Yeah [All right, quick] Penguin! [Let's click on it and see what it is again]",NA,include,parent,Cecilia,incorrect_response
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,5,52.591,different,gender,teacher,47,6,Julio,"Disappointed [Sit up, silly. Not every answer is going to be disappointed. Let's think about it. Let's - Listen to it one more time] Penguin [Listen to it one more time] Penguin.*replays question*",[Can you remember just like the firefighter? It was a sister and the Artist was a brother. They tried to trick us again] Teddy!,NA,include,parent,resolved,incorrect_response
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,6,115.453,similar,viewing,cow,47,7,Julio,"[How did he see the cow?] Because it was this dark [It was just a little dark?] It was this dark [Do you want to hear it again?] Yeah [Okay, listen to it one more time] *replays question* It's this much. It's this dark [It's just a little dark?] How much [Okay, but I need to know what you're telling me. So you're saying... So you're saying it's... So you're saying it's not dark out or it is dark out? Why would he, they want to know why how did he see the cow?] Because it was this dark [So it was only a little dark out?] Yeah [It wasn't big dark out?] Yeah [Okay, so that's your answer. Is that it was only a little dark out?] Yeah [Okay]","That was why! [That was a similar answer, yeah? Click on dearie deer]",NA,include,parent,Janie,incorrect_response
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,7,34.928,different,viewing,bedroom,47,8,Julio,"Because he was fast. So fast [Yes, he was so fast? Ok, click on it]","[It was still daytime. So even though he switched his light switch off, the sun was still out. So he walked across his room slowly, the sun was still out, he got in the bed, and the room didn't get dark yet because the sun was still out. But then the sun went down and the room got dark when he was in bed. It was still daytime. Does that make sense?] Yeah [So he turned his light off but it didn't make the room dark] I'm not good at it [You're doing your best. Well, that's what you can do, right?]",NA,include,parent,Janie,incorrect_response
e282b82d-c644-41dd-ab40-abd2ead5a339,scientific,yes,f,en,ELZGD2,8,31.809,similar,viewing,keys,47,9,Julio,Because it was still morning time? [Mm -hmm. Let's see],"[Good job! You got that one right, baby!] Yeah, I got one!",NA,include,parent,Janie,target_solution
61fc8f88-4534-4d4a-8491-f26e053b5ec6,private,no,f,en,TFBWMR,0,22.951,different,container,bucket,46,1,Julio,Yes [Click next] Bad,"[Mommy, this... Mommy has to do this part. Okay.]",NA,include,parent,Janie,incorrect_response
61fc8f88-4534-4d4a-8491-f26e053b5ec6,private,no,f,en,TFBWMR,1,25.904,different,container,potato,46,2,Julio,[Go ahead. Click next. Click next] *fussy* [Do you want to click next or do you want me to?] If he brings the bags and he spills it. Click the green button? I can't click the green button...,"[Look! It's a koala bear who's next. Click next, click the green button]",NA,include,child,Julio,incorrect_response
61fc8f88-4534-4d4a-8491-f26e053b5ec6,private,no,f,en,TFBWMR,2,25.275,different,container,cup,46,3,Julio,It's a taste if you get wet. It's fine. You just throw it in the trash. Mom! *clicks next*,[What's that? What is that animal?] No [Piggy. Click next],NA,include,child,Julio,incorrect_response
61fc8f88-4534-4d4a-8491-f26e053b5ec6,private,no,f,en,TFBWMR,3,36.634,different,gender,teacher,46,4,Julio,"If the artist came and they just store a bag and there was a bag there, they wouldn't come to school again because the teacher would have blamed them [Oh my... Ok, you click the green button]",*no reaction*,the parent is doing some other activity on a computer while the kid is answering the riddles. That will help with the context of why the parent's comments seem to not interact with the child's answers.,include,child,Julio,incorrect_response
61fc8f88-4534-4d4a-8491-f26e053b5ec6,private,no,f,en,TFBWMR,4,59.051,different,gender,basketball,46,5,Julio,"[Answer the question. Do you want me to play it again? Yes?] *replays question* So, if the boy win the team, you'll get something to win the team [Click next]",*surprised* [Who's this? What's that? Click next],NA,include,child,Janie,incorrect_response
61fc8f88-4534-4d4a-8491-f26e053b5ec6,private,no,f,en,TFBWMR,5,42.681,different,gender,firefighter,46,6,Julio,"So, if they would be on the 2, if they would be more on the 2 team, and they were 2 brothers. They will... Play basketball and they don't win, they don't cry, and they don't get a surprise. Mom! [Oh honey]","Mom! Mom, look at the button! [Click the button]",NA,include,child,Janie,incorrect_response
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,0,33.58,different,container,cup,76,1,Julio,"Maybe the tissue was on top of the glass? [Hm, Tell me a little bit more. Is that good?] *nods* [Okay]",*no reaction*,NA,include,parent,Jiayi,incorrect_response
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,1,35.832,different,container,potato,76,2,Julio,"Probably because Tom's bags doesn't have much potatoes and it doesn't have as many potatoes in it that the other person instead, even though he has more potatoes [I like that]","What does it say, there? [You don't see it?] What? [He just said that there was a bag of potatoes. They just didn't say there were potatoes in them. It's all about listening]",NA,include,parent,Jiayi,alternative_solution
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,2,45.223,different,container,bucket,76,3,Julio,"Because... Maybe because it landed the right way on, so it didn't... So none of the water came out. So it landed the right way. Like on the bottom with the handle up so it probably didn't spill any water [Ok, great answer]","It's not fun, they're changing it...",NA,include,parent,Jiayi,alternative_solution
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,3,49.557,different,gender,teacher,76,4,Julio,"Maybe because one... Maybe one of the girls has a different dad or mom than the other, and then the other girl has a different mom or dad. And then like the mom or dad is both of their moms and dads, so they don't know that they're sisters.",*disappointed* [You are not supposed to know it. You gonna get it right away] What do you think?,NA,include,parent,Cecilia,incorrect_response
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,4,32.581,different,gender,basketball,76,5,Julio,"Maybe because he got too many penalties, and he got out. Or maybe because, no, no, he didn't get to shoot any baskets.","*disappointed* They are asking a question. That's not really a question. [It is honey. They're asking you riddles. Riddles are hard, you're doing a great job. Doing great!]",NA,include,parent,Cecilia,incorrect_response
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,5,33.784,different,gender,firefighter,76,6,Julio,"The older one doesn't have a younger brother. Maybe the younger brother got confused and maybe it looks like his other brother, but he might not have a brother.",*fussy* [Wait. You're doing so good. It's okay. I know you don't have to get them right. Riddles are so hard. For real],NA,include,parent,Cecilia,alternative_solution
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,6,46.23,similar,viewing,keys,76,7,Julio,Because it was not dark. They said the moon was not out... [Is that your answer? Ok],Okay. Is that the same thing that I mean? Didn't you hear? Yes! *smiles*,NA,include,parent,Janie,target_solution
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,7,35.663,different,viewing,bedroom,76,8,Julio,Maybe because his mom turned the light off when he wasn't looking and trying to get him to bed.,[Last one. You got this],NA,include,parent,Janie,incorrect_response
5a344f55-8d74-45c9-b2f6-661d0a4addf9,scientific,yes,f,en,CN4WX5,8,122.813,similar,viewing,cow,76,9,Julio,"The sun was out? [You can listen to it again] *replays question* Probably because no lights were on, and it was not dark out, so the driver could see the cow [Can you tell me a little bit more?] Okay, so I think the cow was going to the other side like to go get grass or his food, or maybe he got lost and he goes to his place [Well, the cow is sitting in the middle of the road. There's no moon and there's no lights. How could the driver have seen the cow?] I'd already told you [What's the answer?] That the driver didn't see him [The driver did see him] There's no... The driver did see him because It was not dark and it was light out so that... I would probably tell them what I said the first time [Is that your answer? Okay.]",*no reaction*,NA,include,parent,Janie,target_solution
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,0,22.138,different,container,cup,65,1,Julio,I don't know.,*no reaction*,no parent present during the initial questions.,include,child,Jiayi,incorrect_noresponse
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,1,21.432,different,container,bucket,65,2,Julio,Because the bucket did not get knocked over.,*no reaction*,NA,include,child,Jiayi,alternative_solution
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,2,16.306,different,container,potato,65,3,Julio,*no response*,*no reaction*,NA,skipped trial,child,NA,NA
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,3,36.103,similar,viewing,cow,65,4,Julio,*no response*,*no reaction*,NA,skipped trial,child,NA,NA
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,4,34.518,similar,viewing,keys,65,5,Julio,"[Did you hear the question?] Yes [What are you telling me? Let's replay, ok?] Ok *replays question* [How did she see her keys?] Cause... Sun.",*no reaction*,Father arrives at 4:40,include,child,Janie,target_solution
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,5,29.001,similar,viewing,bedroom,65,6,Julio,[Tell them] Cause it was bright [Still bright outside?],I was right!,NA,include,child,Janie,target_solution
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,6,22.314,different,gender,firefighter,65,7,Julio,Because... The old one is bigger.,[Hmm],NA,include,child,Cecilia,incorrect_response
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,7,27.925,different,gender,teacher,65,8,Julio,Because she doesn't have no sisters.,*no reaction*,NA,include,child,Cecilia,incorrect_response
5c0aa8de-e30a-4b77-ae6b-edceab7ce15c,private,yes,f,en,73YTTY,8,17.831,different,gender,basketball,65,9,Julio,Because this single boy did not score any points.,*no reaction*,NA,include,child,Cecilia,incorrect_response
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,0,15.221,no_answer,gender,firefighter,90,1,Julio,*clicks next* [You didn't say what was supposed to say. Didn't answer. They're asking any questions you got to answer],Go to Tiger!,NA,skipped trial,parent,NA,NA
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,1,13.956,no_answer,gender,basketball,90,2,Julio,"*clicks next* [That's what I'm talking about. Okay, you're not even playing. You're supposed to give him an answer]",Koala! Koala! [You listen],NA,skipped trial,parent,NA,NA
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,2,32.378,similar,gender,teacher,90,3,Julio,"Because... The artist, the teacher, is actually a boy.",I did it!,NA,include,parent,Cecilia,target_solution
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,3,30.184,different,viewing,keys,90,4,Julio,"She can see very well in the dark, probably.",*no reaction*,NA,include,parent,Janie,incorrect_response
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,4,29.688,similar,viewing,bedroom,90,5,Julio,"Well, because the sun was still up!",*no reaction*,NA,include,parent,Janie,target_solution
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,5,31.653,similar,viewing,cow,90,6,Julio,"It was probably, the sun was just a bit, mostly set, in the peak of the sunlight",*smile* Oh the bear!,NA,include,parent,Janie,target_solution
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,6,25.998,different,container,cup,90,7,Julio,Because the sippy cup actually had a lid on it.,"[Well, it fell in it, so...] Oh, it's the deer!",NA,include,parent,Jiayi,incorrect_response
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,7,58.477,similar,container,potato,90,8,Julio,"Because... Because... His bag... [Do you need to hear him again?] Yeah, I need to hear it again *replays question* Because... Because his bag was... Only like one or two potatoes in it. His three bag only had one or two potatoes in it.","[It say no or less, so...]",NA,include,parent,Jiayi,alternative_solution
734cec80-261d-4f5e-bd82-c4cd1d06feea,private,no,f,en,ED7W4E,8,22.228,different,container,bucket,90,9,Julio,There was a lid on top of the bucket.,*no reaction*,NA,include,parent,Jiayi,alternative_solution
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,0,40.59,different,viewing,bedroom,55,1,Julio,"I don't know [We'll try and guess] *unclear audio* [Well, what is it?] Because he, when he, he, because he lying in bed too much is late",*no reaction*,NA,include,parent,Janie,incorrect_response
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,1,31.253,no_answer,viewing,keys,55,2,Julio,I have no idea [Try and guess] It's too hard.,*no reaction*,NA,include,parent,Janie,incorrect_noresponse
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,2,26.636,similar,viewing,cow,55,3,Julio,Because it was daytime.,"[Good job! That was the answer! Child said something similar. Good job, Maxi]",NA,include,parent,Janie,target_solution
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,3,16.253,different,gender,firefighter,55,4,Julio,Cause one is younger than the other.,"[These are hard, huh, Maxie?]",NA,include,parent,resolved,incorrect_response
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,4,28.458,different,gender,teacher,55,5,Julio,[What do you think?] Because they're not a part of a family.,Tigeeeer!,NA,include,parent,Cecilia,incorrect_response
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,5,18.213,different,gender,basketball,55,6,Julio,Because the other team scored it.,*no reaction*,NA,include,parent,Cecilia,incorrect_response
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,6,18.432,no_answer,container,potato,55,7,Julio,I have no idea.,*no reaction*,NA,include,parent,Jiayi,incorrect_noresponse
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,7,19.093,similar,container,bucket,55,8,Julio,Because there was no water in it.,[Good job Max you saw that right away!],NA,include,parent,Jiayi,target_solution
264c7563-dd8a-4676-9266-ad9d968aa86d,private,yes,m,en,BG76HR,8,21.187,different,container,cup,55,9,Julio,"Because it, because there was nothing in it.",*no reaction*,NA,include,parent,Jiayi,incorrect_response
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,0,19.956,no_answer,container,bucket,67,1,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,1,28.256,no_answer,container,potato,67,2,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,2,22.25,no_answer,container,cup,67,3,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,3,25.967,no_answer,viewing,keys,67,4,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,4,28.482,no_answer,viewing,bedroom,67,5,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,5,34.58,no_answer,viewing,cow,67,6,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,6,23.839,no_answer,gender,teacher,67,7,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,7,16.431,no_answer,gender,basketball,67,8,NA,NA,NA,NA,NA,NA,NA,NA
bccfeb9d-c54c-4670-bc32-cf151cd4cb96,private,no,m,en,LFV6KV,8,16.085,no_answer,gender,firefighter,67,9,NA,NA,NA,NA,NA,NA,NA,NA
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,0,22.516,different,gender,firefighter,53,1,Julio,"[Okay] *unclear audio* [No, use real words. What do you think? How can that be?] Hmm, good [Okay] *distraction* [Listen]",*distraction* [Don't... Listen],NA,include,parent,Cecilia,incorrect_noresponse
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,1,24.289,different,gender,teacher,53,2,Julio,[What do you think?] It's bad!,*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,2,22.336,no_answer,gender,basketball,53,3,Julio,"[What do you think?] Hmm, I don't know.",*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,3,27.467,different,viewing,keys,53,4,Julio,That's her eyes!,*no reaction*,NA,include,parent,Janie,incorrect_response
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,4,30.385,different,viewing,bedroom,53,5,Julio,"Hmm, tiptoes!",*no reaction*,NA,include,parent,Janie,incorrect_response
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,5,37.207,no_answer,viewing,cow,53,6,Julio,Hmm... I don't know [What do you think?] I don't know.,I'll say it.,NA,include,parent,Janie,incorrect_noresponse
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,6,19.41,no_answer,container,potato,53,7,Julio,Good. Good.,"[Ok we have two more. Okay, can you sit up? There we go]",NA,include,parent,Jiayi,incorrect_response
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,7,28.753,different,container,cup,53,8,Julio,"Why? [You need to answer] If I know, I know. I know [Okay] Because he put it in and it didn't get wet.",[Last one],NA,include,parent,Jiayi,incorrect_response
2e4cfc59-333b-44c5-9938-b9cbcd789ed8,private,no,f,en,URT52N,8,24.873,no_answer,container,bucket,53,9,Julio,"Good [Do you have anything else you want to say?] Yeah [Okay] Um, why did you do it?",*no reaction*,parent visibly frustrated with the child's answers.,include,parent,Jiayi,incorrect_response
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,0,164.056,no_answer,gender,basketball,67,1,Julio,"[Do you want to hear it again? Okay, so let's listen carefully, okay?] *replays question* No question [It is a question. What was the question?] I don't know [Should we hear it again?] Yeah [Okay] *replays question* How could this be? [Yeah, how could this be? How could that happen? So what was the question? Besides how can this be?] Here [Okay. So yeah, how could they say they won the game? Do you understand?] *shakes head* [No? So what do you think? So what was the question about Billy's basketball team, and what happened?] They won [They won, and they said but what? But what was different?] I don't know [Okay but what?] I don't know it [You just don't know it? Okay.]","[So it was a girl's team. That's how boys didn't score any points. Was that silly? Okay, let's see if there's another. Is that hard?] Yeah",NA,include,parent,Cecilia,incorrect_noresponse
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,1,121.946,no_answer,gender,teacher,67,2,Julio,"I don't know [They are really hard questions. Let's try listening to it again and see if we can think of what the answer would be] *replays question* Don't know [Listen one more? Okay, no, listen one more time is over there] *replays question* That teacher said that the artist was her sister [Right, the teacher said the artist was the sister, but what did the artist say?] I have no sister [Hm... She being tricky?] Yeah, I guess she keep, let's listen the answer and see if it's good... [Okay, can you think of why? Okay, let's see what the talk is about]","[A Boy teacher! Does that make sense?] Yeah [Yeah, that was tricky]",NA,include,parent,Cecilia,incorrect_noresponse
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,2,71.073,similar,gender,firefighter,67,3,Julio,"[Let's listen again, because I didn't hear that] *replays question* I think the younger one is not a brother of the older one [Right] But... I think the question is so big. It was a girl firefighter on staff [Oh, you're so smart! Let's see what the koala says and see if the koala agrees with you. Good job giving an answer!]","[Is that the same answer you gave?] Well, I said the older one was a girl [Okay, but something, yeah, you got that they were brother and sister. Oh, you're getting good on the tricky questions. Go ahead.]",NA,include,parent,Cecilia,target_solution
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,3,42.746,no_answer,container,cup,67,4,Julio,"Why didn't the tissue get wet? [That's a good question. That's what the question is. Why didn't the tissue get wet? *pause* Okay, do you know?] *shakes head*",[Oh! So nothing wet. Okay. Good job. We got to try to guess to see if we can think. Go ahead Yeah. Go ahead],NA,include,parent,Jiayi,incorrect_noresponse
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,4,32.552,different,container,potato,67,5,Julio,But did that bag... The three bag actually be bigger? [You think they're big? You think they're smaller?] Or smaller.,"Oh. I got it right [Good job - You guessed it. Okay, that was really good to give an answer. Good job. Okay.] Penguin [Ok, click next]",NA,include,parent,Jiayi,incorrect_response
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,5,195.306,similar,container,bucket,67,6,Julio,"[Listen again? We need to guess before we push next. Ok? Oh, no, here's the video. It's... There we go. Okay. We can listen again, but we're not...] *replays question* *sibling distraction* [You can't keep distracting her. Okay, do we need to listen again?] *replays question* Well, when a single drop of water is spilled? [This is no. You have to give an answer, so how could it be that no water was spilled, not a single drop of water? So what's the story? Can you tell me what the story was again?] No [Okay, then let's listen again so we can hear the story and hopefully focus this time] *replays question* [So, how do you think that happened?] I don't know. [So, what was the man doing?] He was holding a bucket above his head [Right, and then what?] Was he not... [Was he not what?] Holding a bucket [It says he was holding a bucket and then what happens? Then what happens with the bucket?] The bucket spilled [The bucket spilled...] But the bucket can't spill because it doesn't have any water in it [Oh, that's a good answer. You think it didn't have water? Okay, let's see what Penguin says]",[We have the same answer! Click next!],NA,include,parent,Jiayi,target_solution
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,6,44.045,different,viewing,cow,67,7,Julio,Because he was so close? If that's right. [That's a great answer.] It's right there.,[There's a sun so they can see. It's sunny time. Okay.],NA,include,parent,Janie,incorrect_response
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,7,46.073,different,viewing,keys,67,8,Julio,"[Listen one more time?] She looked on the ground [She looked on the ground, and she could see them] How she might be looking.",[Because it was sunny there. That's how she could see them],NA,include,parent,Janie,incorrect_response
47868671-6a91-4def-87a4-04069ac1e79f,scientific,yes,f,en,DW64A2,8,72.695,different,viewing,bedroom,67,9,Julio,Because the light was on? [What does it say? Let's go back over here] *replays question* Because we don't have the system?,[Ohh *smile*],*unclear audio* at the end of response,include,parent,Janie,incorrect_response
5ad23739-2b9a-4900-95a3-fafbf2e2171c,private,yes,f,en,RVcNGY,0,79.031,different,viewing,bedroom,90,1,Julio,"The light was slow, maybe? Or it was a lamp where you could either have the light to it and you could tug it from a different place above his bed. Those are my guesses.","[I would say child said something different, right?] Yeah.",NA,include,parent,Janie,alternative_solution
5ad23739-2b9a-4900-95a3-fafbf2e2171c,private,yes,f,en,RVcNGY,1,31.571,similar,viewing,keys,90,2,Julio,"Because the sun was still there? Outside it, and it could shine through it.",Put similar means? [Yeah!],NA,include,parent,Janie,target_solution
5ad23739-2b9a-4900-95a3-fafbf2e2171c,private,yes,f,en,RVcNGY,2,30.582,similar,viewing,cow,90,3,Julio,"Because the sun is still out, even though the light is off, the sun is still out.","I said the same thing! [Ok, good thing you did]",NA,include,parent,Janie,target_solution
5ad23739-2b9a-4900-95a3-fafbf2e2171c,private,yes,f,en,RVcNGY,3,39.789,similar,container,potato,90,4,Julio,I want to listen to it again so I can see if there are others... [Got it] *replays question* This bag might not have had potatoes in it?,*smile*,NA,include,parent,Jiayi,target_solution
5ad23739-2b9a-4900-95a3-fafbf2e2171c,private,yes,f,en,RVcNGY,4,32.171,no_answer,container,bucket,90,5,Julio,"*clicks next* [You need to get out loud, honey] That, but I forgot [Alright, so say ""child"" and not answer. Here, I'll click that] I clicked it.","[You've got to answer before you hit next, okay? Do you want me to come sit up here?] Yeah [Okay]",NA,include,parent,Jiayi,incorrect_noresponse
