child_hashed_id,transcriber_id,video_duration,trial_num,question_set,question_id,riddle_start_time,riddle_stop_time,response_start_time,response_transcript,feedback_start_time,feedback_stop_time,feedback_transcript,trial_exclusion_reason,who_judged_response_similarity_during_feedback?,transcriber_comments,child_gender,age_months,child__language_list,response_category,parentCode
JQKH7K,Julio,11:52,7,container,bucket,09:02,09:17,09:20,"[How could that be?] He needs to get in different water, and then he broke his... Water bottle.",09:39,09:50,"One more, because *unclear audio*",include,parent,"sibling said [cereal] in the background. Mother said [That's the next one] to the sibling in low volume, and the child seemed not to hear or understand.",m,49,en,incorrect_response,different
JQKH7K,Julio,11:52,8,container,potato,10:02,10:17,10:18,[How could this be?] What in... Mushrooms [Is that how you think?] Yeah,10:37,10:47,*sibling whispering no potatoes* [There were no potatoes in the bag...],include,parent,NA,m,49,en,incorrect_response,different
JQKH7K,Julio,11:52,9,container,cup,11:02,11:16,11:25,"[How could that be? Do you want to listen again? Catch up?] *distraction* [Honey, can you stay away from the screen? you don't know honey?] No, I don't know.",11:38,11:52,*no reaction*,include,parent,sibling distracting the child by getting in front of the camera,m,49,en,incorrect_noresponse,no_answer
PTBBNA,Cecilia,09:16,3,viewing,cow,03:19,03:44,03:45,"[No, don't click. what do you think?] Because it was still light outside. [There was light outside?] Yeah. [That was the middle of the night.]",03:58,04:12,[There was light outside. I thought you said night. you said the same thing! Great job!],include,parent,NA,m,57,en,target_solution,similar
PTBBNA,Cecilia,09:16,4,gender,firefighter,04:22,04:35,04:37,I don't know. [Do you have any guesses?] No. [Okay.],04:47,05:02,Uh.,include,parent,NA,m,57,en,incorrect_noresponse,no_answer
PTBBNA,Cecilia,09:16,5,gender,basketball,05:16,05:28,05:37,I don't know. The team had more points. [Do they have more toys?] They had more points. [Oh.],05:50,06:04,[Ohh did you give the same answer or different answer?] Different. I said different.,include,parent,NA,m,57,en,incorrect_response,different
PTBBNA,Cecilia,09:16,6,gender,teacher,06:17,06:34,06:39,I don't know. [You don't even have a guess?],06:44,06:55,*no reaction*,include,parent,NA,m,57,en,incorrect_noresponse,no_answer
PTBBNA,Cecilia,09:16,7,container,potato,07:07,07:21,07:23,Because she had one bag and he had two bags.,07:36,07:49,Ohh [Uh ohh],include,parent,NA,m,57,en,incorrect_response,different
PTBBNA,Cecilia,09:16,8,container,bucket,08:02,08:17,08:18,There was no water inside.,08:21,08:31,[You are right! Oscar you are so smart.],include,parent,NA,m,57,en,target_solution,similar
PTBBNA,Cecilia,09:16,9,container,cup,08:46,09:00,09:01,No water was inside.,09:02,09:16,"[Good job, that's what you said, you said.]",include,parent,NA,m,57,en,target_solution,similar
TRCPKA,Jiayi,10:54,1,container,bucket,00:38,00:54,00:55,"[How could that be? You get to think of an answer.] *Pause* I think that was wrong. I don't think that can happen ever. [Okay, can you guess why that might have happened even if it was wrong?] The carpet was flat. [Okay. Is that the answer?] Yeah. [Okay. Here comes the second story. Oh.]",01:22,01:36,"[Ah, Charlie said something different. Okay.]",include,parent,NA,f,75,en de,incorrect_response,different
TRCPKA,Jiayi,10:54,2,container,potato,01:55,02:09,02:11,"Enough with bunny. [That's just a name, Sophie.] Well. [how could Bunny's bags weigh more? Well, his one bag weighs more than the other three of potatoes.] *Excited* Maybe because they have one hundred potatoes inside! [Okay.] Or two hundred. [They have the same bag, the same size bag. How could this be?]*Pause* [Can you tell me more about these one hundred potatoes?] I think I know. [Okay.] The potatoes are bigger and heavier. [Okay.]",02:47,02:59,"*Exclamation* What! [You said something different. *Smile* You said they were smaller, bigger, and heavier potatoes. ] *Smile*",include,parent,NA,f,75,en de,alternative_solution,different
TRCPKA,Jiayi,10:54,3,container,cup,03:13,03:27,03:29,Because it was a sippy cup too. [Okay. Ready?] Yeah.,03:34,03:49,*Smile* [*Smile* You said something different.] Oh my god!,include,parent,NA,f,75,en de,incorrect_response,different
TRCPKA,Jiayi,10:54,4,viewing,cow,04:01,04:27,04:26,"Because he would go so fast he could already see it, but he may go past the cow. [Okay.] Woo, mystery. [Okay. That's your answer?] Yes. Next.",04:43,04:58,"[Ah, there was no moon and no light on, but it was daytime, Sophie. Good guess.]",include,parent,NA,f,75,en de,incorrect_response,different
TRCPKA,Jiayi,10:54,5,viewing,keys,05:09,05:34,05:31,Because it was daytime! [Okay. That's your answer?] Mm hmm. [Okay.],05:40,05:48,"[Yeah very good! ]Ah, yeah! [You got it! Good job!] Whoo!",include,parent,NA,f,75,en de,target_solution,similar
TRCPKA,Jiayi,10:54,6,viewing,bedroom,06:00,06:24,06:28,"[What do you think?] *Pause* Maybe because it was about to go evening? Maybe because it was about his bedtime, and it was about to go night and he ran to his bed before night came. [Okay. That's your answer?] Yeah.",06:55,07:09,"Hey. [That's the *unclear audio*  before we *unclear audio* day time. Good job, Sophie.]",include,parent,NA,f,75,en de,target_solution,similar
TRCPKA,Jiayi,10:54,7,gender,firefighter,07:21,07:35,07:36,"They have to be brothers, brothers. [Well the older is the brother of the younger and the younger is not the brother of the older. How could this be?] *Pause* Maybe they are related, but, *Pause*,the one of them are born on the dad's side and the other one is born on the mom's side. [Oh, okay. And that would make them still brothers but not brothers?] Uh-huh. [Okay.]",08:08,08:22,"[She was a girl firefighter, Sophie.] *Scream* [She's a girl.]",include,parent,NA,f,75,en de,incorrect_response,different
TRCPKA,Jiayi,10:54,8,gender,basketball,08:36,08:48,08:50,"I don't know. [Okay, should I listen to it again?] No. [Okay. Well, how could this be?] Next. [No, you have to guess an answer. Can you please tell me a little more?]  I have a question. Continue your child did not answer. I did not know the answer.  [I know. Are you sure you don't know the answer?] Yeah, I'm sure. [Okay, That's fine.]",09:10,09:22,"[Hey Sophie, there are girls on the basketball team.] Oh yeah. [*unclear audio*] [Okay. Last one.]",include,parent,NA,f,75,en de,incorrect_noresponse,no_answer
TRCPKA,Jiayi,10:54,9,gender,teacher,"09:37, 09:58","09:55, 10:15",09:56,"Replay. [Okay.] *replays question*[Who is the artist? Well, think about think about who or how it could be.] Oh, I know! [What?] It's a brother. [Oh! So who's the brother?] The artist! [Uh, The artist is a brother! Alright, okay. That's your answer?] Yeah.",10:32,10:54,"[Yep, good job Sophie. You said something similar!] *Smile* [So the kindergarten teacher is a man, and the artist is his sister. Does the sister, does the sister artist has any sisters?] No. [No because it's her brother!]",include,parent,NA,f,75,en de,target_solution,similar
BdAN2M,Julio,12:35,1,viewing,bedroom,01:05,01:29,01:37,"Uhm... He got, he... Got... I think he has an alarm [Is that all of your answer?] Yeah [Ok]",02:01,02:25,Different.,include,parent,NA,o,61,en,incorrect_response,different
BdAN2M,Julio,12:35,2,viewing,cow,02:45,03:10,03:12,Because there is something black in front that we could see through?,03:19,03:34,Different [Yeah] Yeah.,include,child,NA,o,61,en,incorrect_response,different
BdAN2M,Julio,12:35,3,viewing,keys,03:49,04:13,04:17,Because the sun was out.,04:20,04:37,Yes! Similar! [Yes it is. Click SImilar!] Yep momma.,include,child,NA,o,61,en,target_solution,similar
BdAN2M,Julio,12:35,4,gender,teacher,"04:51, 05:18","05:09, 05:35",05:12,"*distraction* [So if you weren't listening, press replay] *replays question* Should he be a sister? *unclear audio* [*nods*]",05:54,06:18,"[Is that what you were saying, like the teacher with a brother or a non-binary sibling?] Yeah [Is that what you were trying to say? The same?] Yeah [That would be similar]",include,parent,NA,o,61,en,incorrect_response,similar
BdAN2M,Julio,12:35,5,gender,basketball,"06:39, 06:54","06:51, 07:06",07:10,It probably didn't count. it doesn't count on the scoreboard?,07:18,07:38,[You said something different] Yeah.,include,parent,NA,o,61,en,incorrect_response,different
BdAN2M,Julio,12:35,6,gender,firefighter,07:54,08:08,08:15,"Probably the older one, the brother. The other one is a sister?",08:24,08:49,"Did I say different? [You said the same. You said exactly the same] So... Similar [Yes, similar]",include,parent,NA,o,61,en,target_solution,similar
BdAN2M,Julio,12:35,7,container,bucket,"09:04, 09:24","09:20, 09:40",09:23,I will listen again *replays question* Maybe there's a top on it?,09:50,10:21,Different [Different] I thought it was the top [I know],include,child,NA,o,61,en,alternative_solution,different
BdAN2M,Julio,12:35,8,container,cup,10:36,10:51,10:53,"Maybe there's no water on it, and probably just ice.",11:12,11:34,Can you click? [You can go over here to click on the left side. It's similar. Remember? You said ice. The idea was that it was full of something that wasn't water],include,parent,NA,o,61,en,target_solution,similar
BdAN2M,Julio,12:35,9,container,potato,11:54,12:08,12:10,I think the bag is bigger?,12:15,12:37,"Different [No, you said the bag is bigger, it's different. Well, yours was a good answer, but it wasn't their answer]",include,parent,NA,o,61,en,incorrect_response,different
63DUQN,Kacper,09:40,1,container,cup,00:39,00:53,00:56,Because it wasn't all the way in.,01:01,01:16,*no reaction*,include,parent,"Multiple times, the kid was told not to click before they answer, and the parent's hand was not visible. I don't have any proof that the child was giving an answer except three riddles where it seemed like they're reaching the keyboard, but I also don't have any proof that the parent clicks it, due to camera's placement.",m,85,en,incorrect_response,different
63DUQN,Kacper,09:40,2,container,bucket,"01:30, 01:46","01:45, 02:02",02:02,"[Don't click next till you answer.] Cause the bucked landed on its bottom? [Okay.] You know, like, that.",02:21,02:33,*no reaction*,include,parent,NA,m,85,en,alternative_solution,different
63DUQN,Kacper,09:40,3,container,potato,02:45,02:59,03:04,Because they have the same amount of potatoes in total.,03:10,03:25,*no reaction*,include,parent,NA,m,85,en,incorrect_response,different
63DUQN,Kacper,09:40,4,gender,basketball,03:35,03:47,03:48,Cause there's more girls on the team instead of boys. *pause* Or maybe they're both *unclear audio*,04:03,04:15,[That's what you said.] *no reaction*,include,parent,NA,m,85,en,alternative_solution,similar
63DUQN,Kacper,09:40,5,gender,teacher,04:28,04:45,04:52,"I have no clue. [I know, click next.]",04:57,05:09,*no reaction* [It did not answer.],include,parent,NA,m,85,en,incorrect_noresponse,no_answer
63DUQN,Kacper,09:40,6,gender,firefighter,"05:19, 05:37","05:32, 05:50",05:34,"What? *pause* Cause they're not part of the same family? [Okay, click next.]",06:02,06:15,*no reaction*,include,parent,NA,m,85,en,incorrect_response,different
63DUQN,Kacper,09:40,7,viewing,keys,"06:26, 06:51","06:50, 07:15",07:19,Cause from the- you know the sun- or the stars...,07:27,07:38,*no reaction*,include,parent,NA,m,85,en,target_solution,similar
63DUQN,Kacper,09:40,8,viewing,cow,07:51,08:16,08:22,Because he has good vision or because the cow is tall and the sun is out.,08:28,08:38,*no reaction*,include,parent,NA,m,85,en,target_solution,similar
63DUQN,Kacper,09:40,9,viewing,bedroom,08:51,09:15,09:19,Cause she has long legs?,09:24,09:41,*no reaction*,include,parent,NA,m,85,en,incorrect_response,different
52WKRC,Julio,10:27,1,gender,firefighter,"00:42, 01:02","00:55, 01:15",00:55,[Do you understand?] No [You want to hear it again?] Yes *replays question* Because they're not sharing a pizza? [That's your answer?] Yeah.,01:32,01:47,*no reaction*,include,parent,NA,f,70,en ru es,incorrect_response,different
52WKRC,Julio,10:27,2,gender,teacher,02:04,02:22,02:25,Because she has a brother?,02:31,02:43,*no reaction*,include,parent,NA,f,70,en ru es,target_solution,similar
52WKRC,Julio,10:27,3,gender,basketball,"02:57, 03:19","03:09, 03:31",03:10,Because she was too good? [Do you want to listen to it again?] No... Because he didn't have a turn? [It's fine. You answer whatever you think. There is no... ],03:38,03:50,*surprised*,include,parent,NA,f,70,en ru es,incorrect_response,different
52WKRC,Julio,10:27,4,viewing,keys,04:03,04:28,04:30,Because there wasn't no moon [So how could she see her keys?] Hmmm [Okay],04:39,04:49,*no reaction*,include,parent,NA,f,70,en ru es,incorrect_response,different
52WKRC,Julio,10:27,5,viewing,bedroom,05:05,05:29,05:35,Because... Because someone turned it on and then turned it off.,05:49,06:03,*no reaction*,include,parent,NA,f,70,en ru es,incorrect_response,different
52WKRC,Julio,10:27,6,viewing,cow,06:17,06:42,06:43,Because it was still daytime.,06:47,06:58,*smile* Similar! I got it.,include,parent,NA,f,70,en ru es,target_solution,similar
52WKRC,Julio,10:27,7,container,cup,"07:12, 07:32, 08:02","07:26, 07:46, 08:16",07:47,Because there is nothing in? [What?] Because there was nothing in. [It says the sippy cup was full. You want to listen to it again?] Yeah *replays question* Because there is nothing inside side that cup!,08:22,08:38,[Why would the sippy cup be full of cereal?] Weirdo.,include,parent,NA,f,70,en ru es,incorrect_response,different
52WKRC,Julio,10:27,8,container,bucket,08:54,09:09,09:10,Because there was something dry inside?,09:18,09:29,*no reaction*,include,parent,NA,f,70,en ru es,target_solution,similar
52WKRC,Julio,10:27,9,container,potato,09:46,10:01,10:05,Because the three bags had nothing inside?,10:15,10:27,So they weren't heavy.,include,parent,NA,f,70,en ru es,target_solution,similar
UAF2AR,Kacper,10:30,1,gender,firefighter,"00:39, 01:14","00:53, 01:27",00:55,"[What do you think?] Uhm... Small brother, not *unclear audio* [I don't know, how could this be, right? It's asking you who brought the sharing pizza. The older brother is the uhm, okay, let's just listen to it again.] The older brother and the younger bro... The younger brother no-, not *unclear audio*",01:43,01:54,*no reaction*,include,parent,NA,f,60,en ml,incorrect_response,different
UAF2AR,Kacper,10:30,2,gender,basketball,"02:10, 02:31","02:22, 02:43",02:23,"Uhm... Boys not the long to... Aaargh *pause* The, the the boy, not has more points. Has more points.",02:53,03:06,[Aaah *unclear audio*],include,parent,NA,f,60,en ml,incorrect_response,different
UAF2AR,Kacper,10:30,3,gender,teacher,03:19,03:36,03:36,[How could this be?] Don't know. [You don't know?],03:40,03:50,"[You can try, ok? You can try] Don't know.",include,parent,NA,f,60,en ml,incorrect_noresponse,no_answer
UAF2AR,Kacper,10:30,4,viewing,bedroom,"04:01, 04:29, 05:18","04:25, 04:53, 05:42",04:25,"*unclear audio* [Hmm?] [How, baby?, how? You need to tell me how. Even you don't know, you say you don't know, right?] *mumbling* [You try to think. Maybe you try to think what the answer.] *mumbling* [What do you think? How did the Timmy?] *mumbling* [Okay, let's listen to one last time. Okay? Okay, let's listen to it one last time] *replays queation* [How?] I don't know. [Okay.]",05:49,06:01,[*smile*],include,parent,NA,f,60,en ml,incorrect_noresponse,no_answer
UAF2AR,Kacper,10:30,5,viewing,cow,06:13,06:38,06:39,"The light. [Because of the light?] No, because he needs the flashing light. [He needs the flashing light?]",06:53,07:04,*no reaction*,include,parent,NA,f,60,en ml,incorrect_response,different
UAF2AR,Kacper,10:30,6,viewing,keys,07:15,07:39,07:39,She looked down. [But how? She looked down to see her keys?] Uhum.,07:52,08:02,"*unclear audio* saw her keys. [Because the sun was still out, so she could find her keys]",include,parent,NA,f,60,en ml,incorrect_response,different
UAF2AR,Kacper,10:30,7,container,potato,08:20,08:34,08:34,[How could this be?] I don't know. [You don't know? Maybe try to think.],08:39,08:51,*no reaction*,include,parent,NA,f,60,en ml,incorrect_noresponse,no_answer
UAF2AR,Kacper,10:30,8,container,cup,09:05,09:19,09:32,Because... [You didn't listen to this one.] But you let me.,09:22,09:33,*no reaction*,include,parent,NA,f,60,en ml,incorrect_noresponse,no_answer
UAF2AR,Kacper,10:30,9,container,bucket,09:50,10:05,10:05,"Because, becaaaaause because [How could this be?] Because, because, because the bucket doesn't break. [Because the bucket doesn't break? Okay, that's...]",10:19,10:30,Water *unclear audio* [There's no water inside!],include,parent,NA,f,60,en ml,incorrect_response,different
URT52N,Julio,07:44,1,gender,firefighter,00:38,00:52,00:53,"[Okay] *unclear audio* [No, use real words. What do you think? How can that be?] Hmm, good [Okay] *distraction* [Listen]",01:01,01:12,*distraction* [Don't... Listen],include,parent,NA,f,53,en,incorrect_noresponse,different
URT52N,Julio,07:44,2,gender,teacher,01:28,01:45,01:45,[What do you think?] It's bad!,01:53,02:02,*no reaction*,include,parent,NA,f,53,en,incorrect_noresponse,different
URT52N,Julio,07:44,3,gender,basketball,02:13,02:25,02:32,"[What do you think?] Hmm, I don't know.",02:36,02:45,*no reaction*,include,parent,NA,f,53,en,incorrect_noresponse,no_answer
URT52N,Julio,07:44,4,viewing,keys,02:56,03:20,03:19,That's her eyes!,03:24,03:30,*no reaction*,include,parent,NA,f,53,en,incorrect_response,different
URT52N,Julio,07:44,5,viewing,bedroom,03:42,04:05,04:10,"Hmm, tiptoes!",04:12,04:25,*no reaction*,include,parent,NA,f,53,en,incorrect_response,different
URT52N,Julio,07:44,6,viewing,cow,04:35,05:00,05:01,Hmm... I don't know [What do you think?] I don't know.,05:12,05:22,I'll say it.,include,parent,NA,f,53,en,incorrect_noresponse,no_answer
URT52N,Julio,07:44,7,container,potato,05:33,05:47,05:50,Good. Good.,05:53,06:02,"[Ok we have two more. Okay, can you sit up? There we go]",include,parent,NA,f,53,en,incorrect_response,no_answer
URT52N,Julio,07:44,8,container,cup,06:15,06:29,06:34,"Why? [You need to answer] If I know, I know. I know [Okay] Because he put it in and it didn't get wet.",06:44,06:55,[Last one],include,parent,NA,f,53,en,incorrect_response,different
URT52N,Julio,07:44,9,container,bucket,07:09,07:24,07:25,"Good [Do you have anything else you want to say?] Yeah [Okay] Um, why did you do it?",07:34,07:44,*no reaction*,include,parent,parent visibly frustrated with the child's answers.,f,53,en,incorrect_response,no_answer
STB7dD,Julio,10:49,1,container,potato,"00:40, 01:04, 01:24","00:54, 01:18, 01:38",00:57,"I don't know what's that [What? What do you mean?] It means [Listen one more time. Listen one more time, okay?] *replays question* [Still don't know?] I don't know. No, I don't know what they're saying [Okay.]",01:46,02:04,*no reaction*,include,parent,NA,f,58,en ms,incorrect_noresponse,no_answer
STB7dD,Julio,10:49,2,container,bucket,"02:21, 02:53","02:37, 03:08",02:50,Hm... They [You want to hear one more time?] Okay. *replays question* Because it was that. Because it was not so hard.,03:18,03:33,[The water. That's why it did not spill when it fell. Okay?],include,parent,NA,f,58,en ms,incorrect_response,different
STB7dD,Julio,10:49,3,container,cup,"03:46, 04:16","04:00, 04:30",04:07,"That's because... That's because there was not a single drop of water in there [Do you want to hear one more time?] *replays question* Get on the cat [You said correct the first time. There was no water in the cup, right?] Yes.",04:42,04:56,"[You said correct. There is no water in the cup. Hear nicely, ok?]",include,parent,NA,f,58,en ms,incorrect_response,similar
STB7dD,Julio,10:49,4,viewing,keys,05:09,05:33,05:35,He was touching the ground and found it.,05:40,05:54,"[It was not night, it was morning, so you can still see it, okay?]",include,parent,NA,f,58,en ms,incorrect_response,different
STB7dD,Julio,10:49,5,viewing,cow,06:06,06:32,06:36,"Window. I mean, like the light?",06:41,06:57,"Like I said, it's correct! [I don't know] No, I said he could see it through the window",include,parent,*unclear audio*,f,58,en ms,incorrect_response,similar
STB7dD,Julio,10:49,6,viewing,bedroom,07:09,07:33,07:33,Because he was running!,07:35,07:53,*no reaction*,include,parent,NA,f,58,en ms,incorrect_response,different
STB7dD,Julio,10:49,7,gender,teacher,08:04,08:21,08:25,"Because it's the teacher's sister, so...",08:31,08:55,*no reaction*,include,parent,NA,f,58,en ms,incorrect_response,similar
STB7dD,Julio,10:49,8,gender,firefighter,09:14,09:28,09:28,That's because he's bigger and they didn't let him have a slice of pizza.,09:38,09:50,*no reaction*,include,parent,NA,f,58,en ms,incorrect_response,different
STB7dD,Julio,10:49,9,gender,basketball,10:05,10:17,10:16,Because they put the ball all the time when they got the ball into the hoop.,10:33,10:49,*no reaction*,include,parent,NA,f,58,en ms,incorrect_response,similar
SDVcP7,Jiayi,10:17,1,gender,basketball,00:39,00:50,00:48,*shrug* *whisper* I don't know. She won points. [She won points?] Yeah.,00:58,01:13,[Ahahaha]*distraction* Are you taking my *unclear audio*?,include,parent,sibling passing by,f,48,en,alternative_solution,different
SDVcP7,Jiayi,10:17,2,gender,teacher,01:31,01:48,01:50,"*shrug* I don't know. I don't know. [It's okay to guess.] I don't know. [Or, can you just talk about it? What do you think?] I don't know.",02:07,02:17,*distraction* *talks to a sibling*,include,parent,sibling passing by,f,48,en,incorrect_noresponse,no_answer
SDVcP7,Jiayi,10:17,3,gender,firefighter,"03:04, 03:29","03:17, 03:43",03:18,"I just don't know. [Do you need to hear the question again?] *nods* [Okay, listen carefully, okay?] *replays question* They went to the pizza place and they shared it. Cause, because, because they let them fix the house. [Nice. They went to the pizza place and they shared it, because they wanted to fix the house?] Yeah. [Great.]",03:57,04:07,Mommy! *unclear audio* [They're gonna give it to you.],include,parent,NA,f,48,en,incorrect_response,different
SDVcP7,Jiayi,10:17,4,container,cup,04:22,04:36,04:38,"*shrug* *whisper* I don't know. [You can guess, it's okay to guess.] It was, it fell off to the top and then, and then it just, but they thought it fell into the water, but it actually went onto the grid, the cap. [*nods* Onto the cap, that's a good guess.]",04:57,05:10,"*surprised* [*surprised*] [Oh, what do you think about that? That's a tricky one. *smile*]",include,parent,NA,f,48,en,incorrect_response,different
SDVcP7,Jiayi,10:17,5,container,potato,05:22,05:36,05:42,"[Why is the three bags not as heavy as the one bag?] Because, because they don't have the same amount of mashed potatoes. [*nods*]",05:59,06:11,[Good job! *smile*],include,parent,NA,f,48,en,alternative_solution,similar
SDVcP7,Jiayi,10:17,6,container,bucket,06:26,06:42,06:23,*shakes head**looks at the adult*,06:44,06:58,"[Oh! Oh, sorry. What's the answer?] It had the bucket and no one was inside.",include,parent,NA,f,48,en,incorrect_noresponse,different
SDVcP7,Jiayi,10:17,7,viewing,bedroom,07:12,07:36,07:36,Because of the light. [What light?] The light bulb. *unclear audio*,07:44,07:58,[*realization*] Oh yeah! [Does that make sense?],include,parent,NA,f,48,en,incorrect_response,different
SDVcP7,Jiayi,10:17,8,viewing,cow,08:12,08:38,08:40,"By, by, um, getting out the truck and looking.",08:49,08:59,*no reaction*,include,parent,NA,f,48,en,incorrect_response,different
SDVcP7,Jiayi,10:17,9,viewing,keys,09:18,09:42,09:43,"Because, because there was light and I think, *distraction* [Can you keep telling the answer?] Because. um, um, um it was dark and a flash light was on in her pocket. [The flashlight was on in the pocket.]",10:10,10:17,*no reaction*,include,parent,sibling shouting and screaming in the background,f,48,en,incorrect_response,different
DKNSCN,Julio,11:36,1,gender,firefighter,00:41,00:54,01:01,"Because the other firefighter proves that, have, he was kinda look the same",01:10,01:38,"[Hmm, so, you said something different though, right?] Uhum [Yeah, so click on the middle one. Yep, and then hit next]",include,child,NA,f,58,en,incorrect_response,different
DKNSCN,Julio,11:36,2,gender,teacher,"01:58, 02:30, 02:30","02:15, 02:48",02:22,"[You can replay it if you want to replay it, it's the blue button] No I have it [Okay] Its because some people forget, its, its, *unclear audio* but some people do not",03:01,03:29,"[Oh, so it's something, put in the middle, different. Yeah, now hit next]",include,child,NA,f,58,en,incorrect_response,different
DKNSCN,Julio,11:36,3,gender,basketball,"03:44, 04:06","03:56, 04:18",04:06,"[Ok, do you want me to replay it?] Because some people might forget, but they actually do win, but sometimes they forget.",04:31,04:51,[Something different. Middle one. Then next],include,child,NA,f,58,en,incorrect_response,different
DKNSCN,Julio,11:36,4,viewing,bedroom,05:02,05:26,05:33,Maybe its because the lamp goes really slowly until it turns off.,05:45,06:10,"[Aaah, something different. These are riddles. They are tricky. Now hit next]",include,child,NA,f,58,en,alternative_solution,different
DKNSCN,Julio,11:36,5,viewing,cow,06:23,06:48,06:53,Because maybe it was a ruthless car [A ruthless car? Hahaha],07:02,07:21,"[All right, hit different]",include,child,NA,f,58,en,incorrect_response,different
DKNSCN,Julio,11:36,6,viewing,keys,07:36,08:00,08:02,"[How could she see her keys?] Because maybe, some animals have eyes that have eyes that, have special things, and they can see in the dark. They're like glowing eyes.",08:17,08:38,"[Hahaha. All right, hit different] Whaaat? [You're such a creative thinker. Hit next]",include,child,NA,f,58,en,incorrect_response,different
DKNSCN,Julio,11:36,7,container,cup,08:51,09:05,09:07,Because there was no water in the cup,09:15,09:32,[Have you said something different? Differeent],include,parent,NA,f,58,en,target_solution,different
DKNSCN,Julio,11:36,8,container,potato,09:45,10:00,10:00,"Because some people don't know how heavy the bag is. And when they try to carry them somewhere, they get heavier. More stuff you have.",10:15,10:27,*no reaction*,include,child,NA,f,58,en,incorrect_response,different
DKNSCN,Julio,11:36,9,container,bucket,"10:41, 10:59","10:56, 11:14",11:15,Because it had dirt in it [Because it had dirt in it? Hahaha],11:21,11:36,[That's right! You did that one. you said something similar. you said it had dirt and it didn't have water],include,child,NA,f,58,en,alternative_solution,similar
PNd5QV,Janie,11:38,1,gender,basketball,"00:43, 01:06","00:55, 01:18",00:58,"[Hmm, how could that be?] I don't know. [Do you want to hear it again?] Yeah. I don't know. [Can you take a guess for me? Tell me how that happen.] Like cause a mean person got in there. [Oh.] That looks like it. [You think that's right?]  Yeah.",01:36,01:49,*no reaction*,include,parent,NA,m,46,en,incorrect_response,different
PNd5QV,Janie,11:38,2,gender,firefighter,"02:05, 02:32","02:18, 02:45",02:28,"Don't know. [These are tricky, huh? Take a guess. What do you think?] Don't know. [Do you want to hear it again?] Yeah. Don't know. [Can you take a guess? What could it be?] Board got a game. Maybe it's because board got a game.",03:01,03:14,[Ah!],include,parent,NA,m,46,en,incorrect_response,different
PNd5QV,Janie,11:38,3,gender,teacher,03:27,03:44,03:48,"Maybe cause ocean got on every part of the floor. [Yeah? Are you just being silly, or are you acting like users?] *silence* [Let's try to be serious on the next one. Okay? I know these are tricky.]",04:04,04:15,*no reaction*,include,parent,NA,m,46,en,incorrect_response,different
PNd5QV,Janie,11:38,4,container,potato,04:25,04:39,04:43,"Maybe cause Crockett courted it while all those ones. [Oh? Are you being serious?] I just don't know. [I know you are coming up with answers, but I think you are being a little silly with your answer. But I know these are tricky. Is that the answer you want to go with? Or can you think of anything else?] Go with that.",05:12,05:22,*no reaction*,include,parent,unclear what the child said.,m,46,en,incorrect_response,different
PNd5QV,Janie,11:38,5,container,bucket,05:34,05:49,05:51,"Hmm maybe cause a lid that has a drain on. [A lid that has a drain on it?] A lid that has, a lid that has a cover.",06:06,06:20,"[Oh, that also is true, but if it had a little on it, that's true. It wouldn't have spilled any if it had a little on it, too.]",include,parent,NA,m,46,en,alternative_solution,different
PNd5QV,Janie,11:38,6,container,cup,06:29,06:43,06:48,"Maybe because it has, maybe it has a little lid on it. But a little big hole that has a cover on it and it opens, but it's, but it's opened, but it has a brain on it. So it opens and it folds in and it shuts really quick. [Okay, that's a good guess.]",07:10,07:24,[Cool cereal.],include,parent,unclear what the child said.,m,46,en,incorrect_response,different
PNd5QV,Janie,11:38,7,viewing,keys,07:35,07:59,08:02,I don't know. [Um-hmm. Take a guess.] Maybe there was a flashlight on the floor. [Oh.] That they didn't not notice.,08:15,08:30,"[Oh, that too! But if a flashlight was on the ground, then she didn't have a flashlight, the ground did, right? So that would have been true too. That was a good guess.]",include,parent,NA,m,46,en,incorrect_response,different
PNd5QV,Janie,11:38,8,viewing,bedroom,"08:44, 09:36","09:08, 10:00",09:10,"I don't know. [Do you want to hear it again?] No. [Can you take a guess for me?] Maybe cause, ocean made the bed smaller. [Pretty sure you're being silly. What's your serious guess?] I don't know. [Why don't we listen to it one more time.] Maybe cause he turned away off the first thing, maybe cause the sun went away, but the first thing he done is his bed.",10:15,10:33,"[I think you said the same thing, you said the sun didn't go out until he got in bed. So it was so daylight you said that.]",include,parent,NA,m,46,en,incorrect_response,similar
PNd5QV,Janie,11:38,9,viewing,cow,10:47,11:12,11:15,"I, maybe there's a little guy laying on. [Oh, that helps him see it?] Yeah.",11:25,11:39,"[Ah, that also makes sense. But what if he was laying on like a lighted spot or something, then he could also see it.]",include,parent,unclear what the child said.,m,46,en,incorrect_response,different
PH3TDJ,Jiayi,09:57,1,container,bucket,"00:41, 01:04","00:56, 01:20",01:02,*shrug* I don't know. [You want to hear it again?] Yeah. [Okay.] *replays question* I don't know. *shrug* [You don't know?]Yeah. I don't know.,01:30,01:44,The *unclear audio* don't have any *unclear audio*,include,child,NA,m,63,en,incorrect_noresponse,no_answer
PH3TDJ,Jiayi,09:57,2,container,potato,02:04,02:19,02:19,"I don't know! Next. [Your answer is I don't know?] Yeah, I don't know.",02:28,02:38,*no reaction*,include,parent,NA,m,63,en,incorrect_noresponse,no_answer
